10000 50000
2005 5143 70
2005 6764 81
2005 3501 74
2005 9043 50
2005 3337 58
2005 2700 67
2006 4694 41
2006 5927 99
2006 924 50
2006 1207 12
2006 6672 21
2007 14 55
2007 4106 37
2007 3823 12
2007 1531 90
2008 7684 83
2008 6039 8
2009 6700 19
2009 6939 96
2009 3853 18
2009 2482 91
2009 7236 15
2009 1146 28
2009 203 56
2009 7894 73
2009 535 28
2009 9849 72
2009 3623 53
2010 338 0
2010 5891 4
2010 4571 88
2010 7076 9
2010 7338 68
2010 7704 87
2010 4665 63
2010 8149 42
2010 9944 33
2011 9596 39
2011 8223 56
2011 2923 59
2012 3349 22
2012 7639 3
2012 259 91
2013 3843 3
2013 366 36
2013 5932 51
2013 1844 97
2013 8824 75
2014 5982 14
2014 8033 66
2014 3102 1
2014 6367 43
2015 2735 4
2015 4480 95
2015 5737 29
2016 4013 58
2016 786 37
2016 2714 92
2017 5861 63
2017 1567 97
2018 8392 77
2018 7160 42
2018 2204 57
2018 7143 70
2018 7553 9
2018 1601 18
2018 4401 15
2018 4943 39
2018 9670 37
2019 4500 88
2019 8725 65
2019 4390 45
2019 3364 41
2019 7170 98
2019 630 58
2020 3085 64
2020 921 27
2020 4720 45
2020 2894 25
2020 6565 33
2020 8073 22
2020 1378 89
2021 1546 71
2021 4106 84
2021 6805 32
2021 1601 6
2021 6927 88
2021 1381 51
2021 3294 37
2022 9181 57
2022 6517 93
2022 7804 62
2022 5156 42
2022 7511 89
2022 8185 63
2022 221 37
2023 6847 89
2023 5350 0
2024 3010 41
2024 6365 17
2024 7084 75
2024 451 29
2025 568 89
2025 6142 74
2025 5455 15
2025 5847 50
2026 5991 9
2026 4403 61
2026 9111 38
2026 9640 99
2026 3671 10
2026 3216 60
2027 7754 83
2027 1398 12
2027 2463 48
2027 8676 1
2028 1313 40
2028 6191 11
2028 2860 91
2028 8903 52
2028 2773 78
2028 1908 54
2028 1463 87
2028 6182 22
2028 9149 22
2029 3013 94
2029 1764 75
2029 3422 76
2029 7468 10
2029 6001 58
2029 383 65
2029 9929 69
2029 2930 96
2029 3932 79
2029 9751 8
2029 830 13
2029 3386 11
2029 7412 54
2030 8289 15
2030 2839 32
2030 5902 50
2030 4958 93
2030 7570 75
2031 23 4
2031 6925 66
2031 5471 60
2032 4450 32
2032 1695 77
2032 6486 89
2033 7135 3
2033 4979 42
2033 6186 59
2034 6281 98
2034 2706 70
2034 6903 7
2034 5321 17
2035 7406 8
2035 7301 69
2035 8004 59
2035 533 87
2035 2915 19
2035 1678 35
2035 5797 75
2036 8922 93
2036 4358 63
2036 9463 38
2036 8764 19
2037 8025 8
2037 3647 71
2037 8337 39
2037 6855 80
2037 7827 21
2037 8017 20
2037 6329 36
2037 232 47
2037 6563 63
2037 4227 29
2037 8791 41
2038 4235 68
2038 2614 76
2038 8915 38
2038 7923 58
2038 5117 38
2039 553 91
2039 6091 14
2039 1589 80
2039 5423 17
2039 8775 17
2039 2511 83
2040 3629 60
2040 6113 39
2040 479 16
2040 2243 81
2040 6405 7
2040 3874 3
2040 1030 40
2040 1334 17
2040 8638 38
2041 8582 39
2041 5275 89
2041 9155 82
2041 6238 99
2041 4312 15
2041 2523 96
2041 1615 28
2042 8801 10
2042 8630 62
2042 2273 23
2043 1727 31
2043 353 81
2043 4180 98
2044 9916 21
2044 1207 16
2044 2651 92
2045 9894 97
2045 1076 28
2045 7942 8
2045 3165 78
2045 7189 21
2045 8288 10
2045 157 17
2046 4200 48
2046 8443 32
2047 8962 46
2047 9791 23
2048 9183 83
2048 2774 9
2048 9090 47
2049 1233 19
2049 629 24
2049 5907 84
2049 8207 99
2050 4811 72
2050 6321 67
2050 3250 2
2051 9748 22
2051 7051 75
2051 2100 79
2051 1649 23
2051 6620 40
2051 457 45
2052 4689 48
2052 3449 89
2052 7757 3
2053 9537 88
2053 2166 80
2053 1633 96
2053 3626 83
2053 6030 59
2053 3114 20
2054 9741 87
2054 8533 70
2054 3569 13
2054 9586 34
2054 3947 93
2055 2067 57
2055 422 16
2055 1264 39
2056 5292 7
2056 6815 83
2056 7702 41
2056 9532 44
2056 9811 64
2056 7544 49
2056 4608 32
2056 3740 92
2056 1304 29
2056 1518 29
2056 5896 74
2057 25 34
2057 7971 84
2057 6420 70
2057 4856 0
2057 9932 49
2058 210 62
2058 1131 48
2058 3072 59
2058 2329 90
2059 8323 54
2059 8499 81
2059 9505 88
2059 5268 52
2060 6833 70
2060 568 42
2060 2244 61
2060 8232 9
2060 2500 32
2060 1404 21
2060 7333 31
2060 4297 22
2061 5289 49
2061 7481 1
2061 7141 13
2061 5030 64
2061 3586 77
2061 4638 8
2062 9315 15
2062 7456 57
2062 6053 83
2062 6428 38
2062 7686 75
2062 9303 34
2062 3109 0
2062 2094 21
2062 8364 3
2062 6511 39
2063 9803 19
2063 4228 4
2063 5927 97
2064 9861 52
2064 2785 41
2064 9919 60
2064 8884 80
2064 9571 71
2064 8251 39
2064 7359 40
2065 9871 75
2065 6390 54
2065 6416 20
2065 9096 82
2065 8886 20
2066 726 30
2066 7075 65
2066 4626 41
2066 88 72
2067 7909 25
2067 2055 57
2067 3018 45
2067 4997 67
2067 9194 41
2067 2561 47
2067 8187 99
2067 2621 49
2067 8122 10
2068 2347 99
2068 6673 70
2068 83 3
2068 6462 6
2068 8352 86
2068 5240 77
2068 3542 33
2069 7886 24
2069 1838 66
2069 6188 6
2069 332 68
2069 9363 62
2069 9151 82
2069 2727 72
2069 9409 96
2070 5030 33
2070 3953 72
2070 7104 18
2070 5655 91
2071 1256 32
2071 2560 78
2071 4957 33
2071 6340 17
2071 6495 13
2071 4245 65
2071 5647 13
2072 367 29
2072 5548 20
2072 697 67
2072 8201 74
2073 1537 44
2073 8565 78
2074 4054 42
2074 1721 24
2074 9251 40
2075 8558 93
2075 7296 96
2075 8978 58
2075 4760 0
2076 2824 7
2076 5402 75
2076 9525 64
2077 2895 57
2077 8002 42
2077 4276 34
2078 9894 42
2078 9421 8
2078 4167 46
2078 5244 55
2078 6618 85
2079 5345 12
2079 297 18
2079 7024 9
2079 8291 35
2080 3025 48
2080 4805 90
2080 5527 70
2081 9289 51
2081 3255 35
2081 7952 84
2082 2597 67
2082 1647 42
2082 1238 14
2082 7359 83
2083 3241 70
2083 4290 93
2083 2526 41
2083 7020 71
2083 6746 95
2083 5264 92
2083 8354 22
2083 1914 60
2083 226 50
2083 5152 33
2083 4748 26
2084 9135 29
2084 6391 81
2084 4964 53
2085 7722 55
2085 3344 53
2085 4828 85
2085 922 52
2086 4642 64
2086 7851 21
2086 2574 63
2086 5509 73
2086 6608 27
2086 8967 81
2087 6806 32
2087 9635 73
2087 570 7
2087 4378 53
2088 6477 73
2088 4860 60
2088 3860 55
2088 8398 42
2089 5603 42
2090 3140 19
2090 3811 79
2090 1884 28
2090 395 87
2090 3219 19
2090 1264 17
2090 9900 24
2090 2698 20
2090 7015 8
2090 1266 35
2090 9911 64
2090 6372 98
2090 5810 53
2091 9834 23
2091 5442 17
2091 8532 83
2091 2222 90
2091 1814 40
2091 9144 22
2092 4963 0
2092 1558 53
2092 3582 90
2092 7995 71
2092 628 75
2093 6996 49
2093 4684 21
2093 9055 76
2093 338 33
2093 8879 71
2093 6861 41
2094 784 71
2094 4960 96
2094 7475 63
2094 6273 47
2094 2062 21
2094 511 57
2095 2342 31
2095 2447 91
2095 2547 57
2096 3620 91
2096 3265 64
2096 7620 58
2096 8364 62
2096 3718 61
2096 8869 25
2096 5559 7
2096 6247 68
2097 567 29
2097 5699 84
2097 532 47
2097 9351 2
2097 5521 96
2097 1477 70
2097 3757 90
2097 1974 74
2098 5778 60
2098 8459 49
2098 9137 9
2098 17 97
2099 3138 69
2099 6181 34
2100 2051 79
2100 8718 36
2100 6393 26
2100 5847 43
2100 2562 83
2100 6681 12
2101 2535 65
2102 3745 42
2103 4177 52
2103 5842 68
2103 9894 11
2103 3664 97
2104 1067 28
2104 7227 3
2105 4191 93
2105 5777 57
2105 4301 16
2105 654 38
2105 7367 19
2105 4804 36
2106 721 7
2106 9046 5
2106 382 18
2106 7798 7
2106 1460 29
2107 9270 58
2107 4019 42
2107 6911 24
2107 4801 40
2107 473 84
2107 9793 35
2108 5631 20
2108 295 33
2108 4008 5
2109 7184 53
2109 569 35
2110 6042 90
2110 841 80
2110 8863 32
2110 5810 78
2111 8591 22
2111 84 33
2111 5106 40
2112 3747 78
2112 5418 69
2112 6467 82
2112 2672 69
2113 1410 30
2113 1919 87
2114 4024 37
2114 4581 44
2114 8052 33
2115 6060 50
2115 1092 4
2115 6326 51
2115 326 38
2116 8465 36
2116 5086 77
2116 8053 70
2116 3523 69
2116 6478 65
2116 5299 49
2116 3562 38
2116 3992 1
2116 3603 79
2116 5161 26
2116 5208 57
2116 3574 74
2116 1096 19
2117 6949 74
2117 4013 69
2117 9890 67
2117 8099 22
2117 5989 27
2118 9350 10
2118 5039 37
2118 9448 72
2118 8826 15
2118 6276 91
2118 9548 50
2119 702 18
2119 5701 11
2119 3088 56
2119 3750 43
2120 397 74
2120 4590 58
2121 8529 97
2121 5702 20
2121 8998 30
2121 3152 45
2121 8934 62
2121 6935 42
2121 2890 99
2122 1557 71
2122 4232 93
2122 8557 19
2122 976 12
2122 1840 4
2122 1755 42
2122 6889 5
2122 4127 73
2123 8116 63
2123 9666 75
2123 9633 54
2123 8056 49
2123 3379 39
2123 7230 25
2123 4586 57
2124 540 96
2124 7910 34
2124 908 95
2125 6413 11
2125 7481 76
2125 8741 13
2125 5658 7
2126 9751 19
2126 1275 19
2126 6348 41
2126 564 65
2127 7426 4
2128 9359 45
2128 7510 40
2128 5034 88
2128 262 50
2128 945 5
2128 6916 1
2129 7088 4
2129 593 6
2129 3600 39
2129 5108 23
2129 6289 72
2129 2464 33
2130 1789 73
2130 6514 50
2131 2418 35
2131 4776 49
2131 6373 39
2131 6482 95
2131 2722 23
2131 7803 97
2132 3588 41
2132 1396 35
2132 7044 68
2132 910 54
2132 9903 15
2133 2295 8
2133 310 92
2133 930 93
2133 2556 53
2133 2469 52
2133 9995 38
2134 8272 52
2134 2928 90
2134 265 9
2134 7291 62
2134 5355 58
2134 1976 22
2135 8313 52
2135 207 20
2135 7291 91
2136 5741 33
2136 6933 5
2136 6002 78
2136 4497 60
2136 3604 64
2137 1953 66
2137 4676 90
2137 6034 22
2137 1734 80
2137 978 44
2137 4875 70
2137 2887 22
2137 3435 69
2137 8138 20
2137 6940 94
2138 3812 61
2138 372 40
2138 9496 4
2138 3436 37
2139 1446 41
2139 925 21
2139 3029 55
2140 367 84
2140 6459 62
2141 2758 78
2141 3714 85
2141 9450 97
2141 131 8
2142 5768 38
2142 8972 20
2142 6630 0
2142 2975 20
2142 3923 26
2142 73 63
2143 6112 16
2143 3971 11
2143 2503 33
2144 3686 9
2144 8436 43
2144 1781 60
2144 6887 30
2144 179 71
2144 620 63
2145 9403 61
2145 1020 16
2145 2351 2
2145 6343 67
2146 2589 83
2146 565 81
2146 7455 44
2146 8488 22
2147 8389 25
2147 8055 65
2147 2305 62
2147 1605 45
2147 581 95
2147 9074 92
2147 2705 32
2147 3672 93
2147 167 94
2148 240 9
2148 9487 59
2148 4693 71
2148 5 66
2148 5073 94
2148 6298 53
2148 101 56
2149 4323 50
2149 2451 46
2149 2821 4
2150 3058 20
2150 1223 10
2151 8003 23
2151 6055 90
2151 4150 97
2151 5513 93
2151 9015 45
2151 3440 10
2152 1356 30
2152 8836 86
2152 4585 57
2153 273 31
2153 9389 89
2154 1287 84
2154 1204 56
2154 4106 95
2154 1145 94
2154 2445 23
2155 3735 76
2156 7532 89
2156 5285 87
2156 5284 44
2156 3511 47
2156 1762 97
2157 9606 6
2157 1421 28
2157 3458 28
2157 1438 92
2157 8672 31
2157 8709 6
2157 5673 99
2157 702 3
2157 1752 96
2157 7634 25
2158 985 90
2158 3086 42
2158 1961 79
2158 5796 72
2158 5055 53
2158 1266 86
2159 1167 89
2159 7009 18
2160 7068 79
2160 1060 95
2160 9591 67
2160 6583 19
2160 1495 39
2160 1285 80
2161 5280 66
2161 230 3
2161 50 65
2161 4750 15
2161 9481 70
2162 2546 78
2162 6512 58
2163 9981 10
2163 3525 6
2163 2961 81
2163 8769 5
2164 8406 27
2164 1826 75
2164 9750 69
2164 2834 66
2164 884 4
2164 1782 96
2164 6826 83
2165 2734 47
2165 6686 78
2165 8414 13
2165 9592 32
2166 2053 80
2166 2649 12
2166 9896 91
2166 8545 69
2167 1273 96
2167 8460 12
2167 264 82
2167 564 20
2167 8195 26
2167 7408 8
2167 1037 35
2168 2291 42
2168 8143 98
2168 7100 65
2168 7168 9
2169 1087 39
2169 8174 19
2169 2967 60
2169 1916 60
2169 9420 52
2169 6944 50
2169 4782 49
2169 8235 46
2169 2519 74
2170 5680 22
2170 7247 90
2170 8581 62
2170 3110 98
2170 8623 5
2170 310 17
2170 4493 21
2170 6090 85
2170 4326 85
2171 9188 4
2171 2714 65
2171 7954 60
2172 7384 84
2172 5217 66
2172 5720 9
2172 6416 91
2173 3285 5
2173 4063 41
2173 9499 37
2173 6151 40
2173 6574 39
2173 7776 37
2173 3328 33
2173 281 44
2174 4789 17
2174 9574 63
2175 5221 67
2175 4195 8
2176 7982 35
2176 3558 65
2176 7218 0
2176 549 18
2176 1801 34
2176 3191 9
2177 7755 14
2177 7396 56
2177 4394 44
2178 2581 1
2178 2337 46
2178 5210 72
2178 5547 20
2178 6702 45
2178 672 84
2179 9954 76
2179 6464 31
2179 5112 54
2179 3712 51
2179 9795 42
2179 3969 84
2179 218 82
2179 8597 23
2180 7266 34
2180 5253 41
2180 5797 54
2180 6927 47
2180 9686 33
2181 3951 4
2181 2755 26
2181 7756 24
2181 8002 68
2181 4606 81
2181 1040 20
2181 6706 30
2181 8410 65
2182 6188 66
2182 3260 29
2182 533 46
2182 8750 17
2182 3208 92
2182 9821 72
2182 8949 77
2182 9865 33
2182 8120 42
2183 6966 62
2183 2217 4
2183 8326 26
2184 8314 39
2184 9130 4
2185 8502 46
2185 7230 77
2185 2920 60
2185 4410 41
2186 1399 36
2186 1231 27
2186 5356 66
2186 8583 39
2186 5671 36
2186 4796 7
2186 6622 62
2186 8280 36
2187 2639 26
2187 935 74
2188 6532 50
2188 4172 28
2188 3056 96
2188 5297 5
2189 5676 70
2189 7993 40
2189 2625 10
2190 7221 92
2190 2225 41
2190 9079 95
2190 558 52
2190 4781 3
2190 7000 74
2190 9554 34
2190 5994 23
2190 2919 15
2191 4791 63
2191 675 16
2191 1683 33
2191 7486 9
2191 6195 95
2192 4719 58
2192 5136 23
2192 5980 78
2192 135 23
2193 1006 76
2193 7288 73
2193 4589 98
2193 6546 88
2193 5998 49
2193 6958 16
2193 7306 15
2194 6328 13
2194 5769 25
2194 4128 35
2194 9706 32
2194 6039 87
2194 4789 80
2194 2608 36
2194 2647 71
2194 8738 88
2195 5830 59
2195 2411 63
2195 6264 37
2195 132 52
2195 6949 24
2195 4433 22
2196 4595 2
2196 7178 91
2196 1461 52
2197 6205 78
2197 2325 30
2197 7925 77
2197 8868 52
2198 9851 74
2198 5547 5
2199 8989 56
2199 2554 32
2199 6783 9
2199 3836 41
2199 6828 4
2200 1641 71
2200 419 80
2200 6687 47
2201 9592 41
2201 2816 2
2201 840 4
2201 4725 40
2201 6725 48
2202 7957 31
2202 7443 55
2202 3573 21
2202 6013 75
2202 2702 61
2203 6861 53
2203 8765 0
2203 1873 56
2203 8268 69
2203 4172 78
2203 1289 65
2203 7941 64
2204 2018 57
2204 2792 42
2204 2480 70
2204 875 56
2204 2948 94
2205 829 43
2206 5694 99
2206 3328 36
2206 8828 12
2206 8047 0
2206 9763 2
2206 3467 56
2206 5834 42
2207 5882 75
2207 463 18
2207 7875 57
2207 393 39
2207 3442 90
2207 5319 56
2207 5026 84
2208 2221 69
2208 374 95
2209 8536 10
2209 9286 30
2209 4811 63
2209 6374 81
2209 9072 56
2209 4268 89
2209 1372 47
2209 7227 44
2210 916 79
2210 7553 42
2210 7008 8
2211 7124 23
2211 5161 18
2212 4155 85
2212 661 44
2213 2658 68
2213 5239 98
2213 6097 31
2214 2927 7
2214 447 43
2214 8516 30
2214 9575 63
2214 5635 1
2214 6832 56
2214 470 16
2214 1648 42
2215 8174 70
2215 6600 30
2216 8209 59
2216 8125 27
2216 8032 16
2216 6492 7
2216 4796 60
2217 8984 44
2217 4143 47
2217 7447 20
2217 2183 4
2217 2947 32
2217 4798 0
2218 8571 20
2218 7193 3
2218 3831 37
2218 5428 15
2218 8035 12
2218 6834 83
2218 8046 83
2218 6792 13
2218 9079 20
2219 280 6
2219 8883 15
2219 2271 83
2220 5328 14
2220 1951 28
2220 4860 18
2220 8160 9
2220 4848 80
2221 6316 97
2221 2208 69
2222 3447 75
2222 2091 90
2222 6929 46
2223 9175 20
2223 8191 92
2223 3086 37
2223 1035 2
2224 9692 48
2224 6870 33
2224 7821 29
2224 3041 47
2224 2881 45
2225 2894 63
2225 2190 41
2225 6842 33
2225 6677 95
2225 3976 66
2225 7970 73
2226 9895 35
2226 5835 45
2226 9610 30
2227 1550 66
2227 6902 61
2227 3391 94
2227 1209 98
2228 8035 60
2228 6401 40
2229 7837 44
2229 2802 49
2229 9164 68
2230 8980 11
2230 2511 43
2230 7438 89
2230 4369 65
2230 67 69
2230 879 27
2230 9495 93
2230 1357 45
2230 8320 56
2230 9858 28
2231 7186 60
2231 203 14
2231 6954 21
2231 9528 64
2231 3646 65
2231 1364 45
2231 656 65
2231 6072 49
2231 5814 95
2232 6052 30
2232 5366 52
2232 9145 56
2232 5556 9
2232 9200 98
2233 5515 19
2233 1385 94
2233 2379 88
2233 7431 62
2233 9382 43
2233 4585 28
2233 8174 48
2234 7473 36
2235 1781 17
2235 3856 52
2235 7011 64
2235 3391 38
2235 7494 10
2236 6075 7
2236 871 26
2236 3902 16
2237 4261 98
2237 462 56
2237 3748 67
2238 3461 66
2238 5148 15
2238 1114 79
2238 7915 30
2238 8435 63
2238 9711 27
2239 3801 71
2239 3635 5
2239 5095 55
2239 2681 73
2240 7254 8
2240 7677 59
2240 4328 22
2240 3639 72
2240 1774 13
2240 4830 83
2241 1649 91
2241 8543 66
2241 7425 78
2241 3841 20
2242 8323 14
2242 7162 52
2242 7687 49
2242 5235 18
2243 2040 81
2243 7472 36
2243 8267 82
2243 7798 34
2243 8838 94
2243 8614 91
2243 3522 10
2243 5345 20
2244 2060 61
2244 1854 42
2244 7268 46
2245 1213 63
2245 9146 9
2245 517 53
2245 5706 58
2245 4485 6
2245 9377 49
2245 214 12
2245 8782 56
2245 3286 4
2245 6244 93
2246 750 68
2246 7302 40
2246 4019 91
2246 2504 22
2246 3473 98
2246 2269 42
2246 6598 42
2247 6588 8
2247 6544 45
2247 8003 65
2247 3136 25
2247 6801 56
2248 4547 75
2248 219 2
2248 259 27
2248 3938 81
2249 2883 48
2249 6771 98
2249 5873 66
2249 295 18
2249 3924 60
2249 9417 37
2250 6131 66
2250 3457 2
2250 4119 17
2250 4600 30
2250 3937 35
2250 8870 47
2250 6236 23
2251 5152 28
2252 86 45
2252 5308 11
2252 6834 6
2253 6713 88
2253 6626 45
2254 8300 14
2254 9022 16
2254 6714 53
2255 8266 70
2255 7230 37
2255 3765 89
2255 1386 23
2256 1423 60
2256 4053 58
2256 8612 97
2256 2628 42
2257 4666 4
2257 234 64
2257 4850 70
2257 4724 57
2258 8941 84
2258 4579 1
2258 6667 85
2258 8108 23
2258 6941 70
2259 6156 39
2259 6690 30
2259 4095 19
2259 6091 77
2260 7863 83
2260 6493 26
2260 8891 75
2260 7103 81
2261 617 10
2261 716 64
2261 7598 20
2261 3247 60
2261 528 75
2262 1786 38
2262 3953 80
2262 639 87
2262 1147 14
2262 4098 27
2263 3216 57
2263 153 82
2264 6614 15
2264 9329 7
2264 7451 1
2264 2345 4
2264 8944 94
2265 9359 68
2265 1178 81
2265 3452 35
2265 8310 22
2265 9363 77
2266 6434 36
2266 9538 30
2266 1057 5
2266 363 56
2266 9926 13
2266 4266 86
2267 5497 27
2267 28 21
2267 5905 16
2267 9272 74
2268 4288 80
2268 362 56
2268 6554 24
2268 659 86
2268 5450 45
2269 3714 30
2269 1258 93
2269 489 48
2269 1869 40
2269 2246 42
2270 731 19
2270 494 68
2270 1352 92
2270 1971 32
2270 7380 14
2270 9493 52
2270 4924 8
2271 1213 44
2271 8076 58
2271 6668 48
2271 4845 18
2271 3433 31
2271 2219 83
2272 2274 11
2272 3493 97
2272 6133 8
2272 3557 61
2272 1268 55
2272 6257 55
2272 3237 52
2273 9036 61
2273 3092 18
2273 9859 56
2273 2684 17
2273 2042 23
2274 3556 83
2274 4696 58
2274 2272 11
2274 6281 34
2274 9336 41
2274 2415 10
2274 1813 53
2274 4866 62
2274 8327 3
2274 7828 53
2274 1621 35
2275 8002 37
2275 5311 91
2275 8363 74
2275 5568 52
2276 3075 50
2276 6161 46
2276 9956 38
2276 580 92
2276 7950 77
2276 3068 40
2276 8072 57
2277 8611 33
2277 340 24
2277 5980 43
2277 4830 28
2277 4431 63
2277 2445 44
2278 5111 44
2278 4058 24
2278 4174 89
2278 7877 22
2278 2441 44
2278 4793 91
2279 9558 50
2279 4356 1
2279 8709 51
2280 9596 54
2280 6173 43
2280 6234 33
2280 8249 66
2280 935 91
2281 2554 22
2281 5606 35
2281 656 67
2281 6422 86
2282 3051 20
2282 3394 57
2282 7804 72
2282 9880 26
2283 9573 83
2283 1338 55
2283 4321 91
2283 7800 14
2283 1828 7
2284 7959 64
2284 5361 29
2284 3386 63
2284 9204 76
2285 6691 37
2285 6250 3
2285 6091 40
2286 1308 10
2286 7874 96
2286 6435 18
2286 3469 52
2286 2494 50
2287 3280 62
2287 1984 16
2287 3754 79
2287 8357 70
2287 1401 52
2287 204 1
2287 759 6
2287 831 19
2287 8506 62
2287 6237 39
2287 4639 61
2287 866 0
2287 4946 26
2287 8797 69
2287 9973 57
2287 8156 90
2287 1183 60
2287 1616 86
2287 8969 58
2288 8098 93
2288 9899 54
2288 8208 16
2288 3205 46
2288 7115 89
2289 586 98
2289 6586 88
2289 5245 59
2289 2783 83
2289 204 28
2290 908 15
2290 633 51
2290 1328 7
2290 5828 80
2290 4763 52
2290 9644 48
2290 6630 81
2290 2422 9
2290 3584 18
2291 3736 64
2291 2168 42
2291 6187 50
2291 8249 23
2291 5177 32
2292 2759 3
2292 4335 94
2292 4253 50
2293 3897 13
2293 5771 62
2293 4618 29
2294 3620 0
2294 66 53
2294 6603 23
2295 3079 1
2295 9493 42
2295 2133 8
2295 8409 0
2296 7165 70
2296 7983 51
2296 6268 35
2296 9021 37
2296 5347 68
2297 7051 67
2297 5301 28
2298 8928 10
2298 9712 55
2298 2668 31
2298 6939 0
2298 7299 65
2298 5480 41
2299 7378 4
2299 4187 30
2299 4835 7
2300 9994 84
2300 6392 94
2300 3771 89
2300 3819 59
2301 1207 80
2301 1706 29
2301 2851 37
2301 3297 98
2301 6139 51
2301 3160 11
2302 5108 4
2302 9794 59
2302 9880 89
2302 1744 66
2302 3533 68
2303 3249 50
2303 6229 43
2303 7414 72
2303 5396 78
2303 2795 61
2303 7988 26
2304 195 87
2304 6007 12
2304 9992 17
2304 9665 17
2304 1309 9
2304 6980 85
2305 1911 45
2305 2147 62
2306 4394 52
2306 2611 70
2306 5538 37
2306 6029 93
2306 4939 93
2306 2842 40
2306 7681 38
2306 2484 93
2306 9562 60
2307 8976 49
2307 6465 87
2307 3272 43
2307 4014 25
2307 1617 93
2307 4612 9
2307 7023 65
2308 1683 79
2308 364 5
2308 4203 95
2308 8259 65
2308 3915 26
2309 8262 18
2309 7454 45
2309 3114 96
2309 2474 40
2309 48 40
2309 5994 22
2309 110 20
2309 4771 82
2309 2670 94
2309 1478 40
2309 8522 43
2310 689 86
2310 6277 88
2310 1584 87
2310 1478 94
2310 8299 32
2311 7586 1
2311 6878 76
2311 3698 56
2311 8499 45
2311 4809 54
2312 2767 76
2312 9182 34
2312 9402 46
2313 1350 18
2313 1302 58
2313 1719 7
2313 1986 54
2313 9867 24
2313 9477 80
2314 608 45
2314 4755 94
2314 239 37
2314 6770 41
2314 3152 83
2315 3475 15
2315 8782 87
2316 7633 93
2316 1894 34
2316 84 74
2316 3290 10
2317 8840 26
2317 5914 70
2317 6251 74
2317 4444 23
2317 7670 48
2318 627 48
2318 3994 11
2319 2925 35
2319 1571 64
2319 2968 30
2319 892 53
2319 9350 82
2319 3276 51
2319 9512 65
2320 8522 81
2320 2451 32
2320 9618 39
2320 4460 33
2320 9947 76
2320 8265 29
2321 4727 94
2321 425 30
2321 9849 32
2321 8065 87
2321 3761 46
2321 6693 26
2321 8526 5
2321 9392 60
2322 960 52
2322 1414 34
2322 9794 51
2322 1399 61
2322 8526 36
2323 9180 3
2323 3223 55
2323 9507 65
2323 141 12
2323 8822 60
2324 5029 10
2324 3397 75
2324 9296 33
2324 343 23
2324 7788 96
2325 814 15
2325 2197 30
2325 4326 38
2326 8922 72
2326 1674 13
2326 4545 4
2326 3250 45
2326 5877 12
2327 456 61
2327 9218 8
2327 8674 82
2327 1450 73
2327 8350 71
2327 6535 47
2328 8926 22
2328 821 17
2328 6906 69
2328 1662 51
2328 9776 27
2328 2787 87
2329 2427 84
2329 940 79
2329 9067 67
2329 8861 17
2329 4702 75
2329 2058 90
2330 3209 61
2330 3991 93
2330 9374 0
2331 6080 45
2331 9559 99
2331 8270 62
2331 5414 84
2331 3896 32
2331 8348 58
2332 3114 82
2332 1526 7
2332 658 98
2332 1964 24
2332 2551 71
2333 921 0
2333 5631 63
2333 7958 92
2333 119 98
2333 1024 95
2333 3931 42
2334 9923 40
2334 7451 18
2334 9531 89
2334 6114 54
2335 2876 60
2335 4235 9
2335 3648 71
2335 5574 96
2335 8808 75
2335 1445 0
2336 5215 38
2336 4345 81
2336 4866 34
2337 2178 46
2337 2886 86
2337 4444 2
2337 6147 94
2338 5190 4
2338 3590 33
2338 6194 91
2338 7832 26
2338 1646 89
2339 7305 27
2339 5161 19
2339 6626 5
2339 5140 28
2339 8942 41
2340 9923 56
2340 5101 14
2341 8615 2
2341 8120 52
2342 272 14
2342 2095 31
2342 5064 64
2342 3294 63
2342 7544 58
2343 9346 4
2343 5195 50
2343 5736 99
2344 3122 57
2344 5580 99
2344 9045 7
2344 4389 71
2344 2678 91
2345 2264 4
2345 8999 52
2345 8159 62
2345 2893 36
2345 190 0
2345 466 69
2346 4094 22
2346 8910 15
2346 768 31
2347 9924 61
2347 4059 10
2347 2068 99
2347 438 85
2347 1046 75
2347 4148 85
2347 7732 68
2347 5427 14
2348 7355 78
2348 9951 27
2348 9679 61
2348 6863 34
2349 9806 88
2349 7434 54
2349 388 48
2349 9424 68
2349 8970 29
2350 6632 48
2350 5061 14
2350 2975 24
2350 9061 78
2351 2145 2
2351 2957 76
2351 6809 36
2351 933 99
2351 7229 77
2351 5116 62
2352 8111 91
2352 5408 57
2352 6854 13
2352 1233 92
2353 8804 18
2353 7716 94
2353 9301 62
2354 38 37
2354 9411 44
2354 3633 9
2355 8645 18
2355 4350 75
2355 2363 65
2355 9897 28
2355 4179 51
2355 7549 79
2355 8767 79
2355 3608 23
2355 1162 36
2356 8368 52
2356 381 32
2356 7171 30
2357 157 9
2357 8360 37
2358 8345 42
2358 1616 42
2358 6180 94
2358 3252 55
2358 6976 52
2359 7449 15
2359 9209 61
2359 7177 56
2359 1849 43
2359 4243 44
2360 3556 49
2360 5944 68
2360 8800 31
2360 3849 1
2360 8016 88
2360 6981 89
2360 7387 5
2360 7870 23
2360 1591 45
2360 5828 47
2360 8283 79
2361 1559 75
2361 6563 25
2361 3454 68
2361 7076 69
2362 4358 52
2362 6557 27
2362 3461 91
2362 3851 78
2362 4117 77
2362 9983 26
2362 7369 85
